BuyerRef	DeliveryDate	PaymentDuration	TotalPrice
286	2005-07-01	39	28375.09
286	2005-01-28	37	18665.2
286	2004-03-23	25	108788.27
286	2004-10-11	24	644825.03
286	2005-05-28	22	95721.06
286	2004-09-07	13	66518.16
286	2004-05-14	5	62901.84
286	2004-06-17	2	107478.27
286	2004-11-19	2	28877.43
287	2005-01-05	126	79903.11
287	2003-12-17	100	104694.26
287	2004-09-14	76	10345.32
287	2004-01-07	75	42953.9
287	2005-05-18	43	119301.71
287	2004-04-25	41	701581.14
287	2004-11-30	37	486611.45
287	2004-07-29	25	69575.75
287	2003-09-05	21	81952.44
287	2003-01-26	9	5002.41
287	2004-01-08	8	118244.55
287	2004-05-29	8	98021.15
287	2003-11-16	4	375471
287	2003-05-09	3	48780.63
288	2003-09-16	109	393914.01
288	2005-03-01	83	18275.04
288	2004-01-04	66	239056.44
288	2003-03-19	58	186961.17
288	2005-05-02	57	202464.3
288	2003-04-30	55	127763.11
288	2003-12-12	17	61689.46
288	2004-12-31	8	789961.53
288	2005-01-12	5	224870.31
288	2005-02-04	1	69205.36
289	2004-11-30	107	66035.91
289	2005-02-28	106	61453.78
289	2003-01-28	79	97245.95
289	2005-04-10	55	63624.48
289	2004-12-15	53	11964.96
289	2003-10-04	52	193146.09
289	2005-07-11	51	39851.45
289	2003-03-27	43	29443.68
289	2004-01-04	24	245500.73
289	2004-07-31	8	97266.57
289	2005-05-27	2	68421.19
290	2004-08-19	100	170379.29
290	2004-09-09	78	23924.5
290	2003-03-29	59	36009.61
290	2005-07-25	52	113105.49
290	2005-06-17	49	40378.8
290	2003-08-30	48	134438.15
290	2004-11-09	23	47827.17
290	2004-05-12	20	14897.33
290	2003-09-13	1	36109.96
291	2004-01-02	114	268596.29
291	2005-03-13	80	76327.28
291	2004-08-01	67	8223.51
291	2004-08-11	58	42114.86
291	2005-03-28	58	23463.12
291	2004-06-29	54	6349.8
291	2003-09-09	47	225696.34
291	2005-03-17	47	33852.45
291	2004-03-02	38	54027.65
291	2005-03-25	35	173475.07
291	2004-07-10	29	137073.14
291	2004-04-16	27	47925.82
291	2004-07-28	20	631648.04
292	2004-12-20	104	73603.17
292	2003-10-26	85	113366.99
292	2004-05-11	66	31473.49
292	2003-06-13	63	183468.26
292	2004-08-29	63	133392.64
292	2005-02-28	51	162511.21
292	2004-05-16	40	201198.31
292	2004-10-31	27	149170.23
292	2004-03-26	20	41999.8
292	2003-11-21	19	18865.95
292	2004-12-12	19	40218.72
292	2003-05-29	11	384299.42
292	2003-04-29	9	827329.61
292	2004-02-22	10	35803
292	2005-02-25	8	188457.97
292	2003-02-19	7	249163.44
292	2004-03-05	2	1718.04
293	2004-01-13	100	139498.67
293	2005-04-12	86	55500.99
293	2003-07-31	63	22663.34
293	2005-04-09	42	102958.74
293	2003-06-19	10	92065.62
293	2003-09-13	8	177534.43
293	2004-10-04	7	3780.84
294	2003-12-04	124	55215.81
294	2003-03-29	97	42505.01
294	2004-12-10	81	119156.99
294	2004-03-16	78	109200.41
294	2005-06-22	67	116113.53
294	2003-05-10	62	95305.76
294	2005-01-04	60	141130.28
294	2003-09-12	59	63848.33
294	2004-11-16	55	286042.88
294	2004-09-07	52	134061.28
294	2005-01-26	48	215756.82
294	2003-06-27	43	231025.19
294	2003-11-25	39	98031.3
294	2004-08-13	25	14386.66
294	2005-07-04	24	78665.24
294	2003-10-19	23	86390.4
295	2005-06-03	111	35051.38
295	2003-12-23	105	11012.95
295	2003-06-03	83	67289.86
295	2004-08-06	71	2111.76
295	2004-12-26	51	257262.94
295	2004-09-01	45	50739.45
295	2004-05-02	43	65311.95
295	2004-10-19	41	31730.56
295	2003-06-07	39	282983.39
295	2004-08-03	38	493316.12
295	2004-09-10	23	326676.1
295	2004-10-03	9	94221.6
295	2004-12-26	7	405113.09
295	2004-08-31	5	52260.36
296	2003-06-27	108	118007.51
296	2005-07-22	69	34576.78
296	2003-07-04	68	33253.33
296	2005-06-25	64	159489.05
296	2004-07-21	53	247148.42
296	2003-08-11	51	120326.94
296	2005-04-01	43	57269.52
296	2004-07-31	42	361961.73
296	2003-06-17	35	294034.77
296	2004-03-16	26	468298.35
296	2004-08-30	23	210384.24
296	2003-08-19	15	80578.62
296	2004-02-24	16	303275.88
296	2003-03-03	13	147725.58
296	2003-08-09	9	149313.1
296	2005-03-01	6	98697.79
296	2004-08-21	3	83681.03
297	2003-05-10	74	59507.87
297	2004-10-01	69	74605.98
297	2003-02-07	52	142170.69
297	2003-07-19	52	3201.3
297	2005-02-22	41	46294.65
297	2005-07-26	39	118520.08
297	2004-03-02	22	122303.93
297	2004-12-15	18	51641.58
297	2005-02-23	15	71105.13
297	2004-07-09	3	388339.86
298	2004-11-24	118	38332.94
298	2004-02-12	91	163138.24
298	2005-07-01	81	131813.23
298	2003-11-22	67	219909.96
298	2003-12-23	66	223238.18
298	2003-03-12	57	57705.17
298	2004-03-26	54	27945.24
298	2005-05-03	45	41559.69
298	2005-01-20	43	327299.83
298	2005-01-06	28	15089.49
298	2003-09-18	20	75494.92
298	2004-11-20	14	237003.28
298	2004-01-09	9	100789.63
298	2003-02-17	8	4005.43
298	2003-06-03	7	132073.46
298	2003-08-26	3	84975.91
298	2004-06-03	2	116352.04
299	2004-11-05	114	106309.07
299	2005-06-11	77	204847.05
299	2005-03-23	69	270562.03
299	2004-08-30	65	89748.19
299	2005-02-22	64	164991.51
299	2005-08-01	59	28488.42
299	2004-06-11	57	90347.91
299	2003-10-12	56	228115.62
299	2004-10-02	53	109736.45
299	2003-01-22	50	600104.2
299	2003-07-10	48	134987.22
299	2003-12-22	46	59665.14
299	2003-04-17	37	140853.27
299	2004-12-12	21	71292.69
299	2003-12-11	17	182154.04
299	2004-08-02	17	42307.5
299	2004-08-27	16	227066
299	2004-09-13	9	936585.96
299	2004-09-07	6	11780.14
300	2003-11-24	119	217439.58
300	2003-07-24	104	1236302.85
300	2005-05-14	65	95677.75
300	2004-02-09	63	457292.27
300	2003-04-25	61	54952.27
300	2003-07-02	59	142661.56
300	2003-02-17	56	35844.89
300	2003-02-14	49	19747.44
300	2004-06-21	44	72649.72
300	2004-04-24	39	149523.48
300	2003-09-21	12	164962.06
300	2003-05-24	10	45500.91
300	2004-05-09	9	143557.68
301	2004-04-28	70	319537.81
301	2004-02-12	67	80552.23
301	2004-04-03	64	7679.66
301	2004-03-02	63	183760.78
301	2004-09-06	62	79136.21
301	2003-11-14	59	8393.89
301	2003-08-01	56	304492.35
301	2003-07-15	34	241190.48
301	2004-12-02	26	211635.24
301	2005-07-31	25	58064.21
301	2005-01-20	2	25722.21
302	2003-06-14	109	48089.9
302	2005-02-28	109	40419.63
302	2004-10-26	83	100893.43
302	2003-03-15	67	129963.48
302	2004-03-22	62	30995.77
302	2004-04-07	62	50184
302	2005-05-25	60	79776.23
302	2004-06-01	49	127982.11
302	2004-07-11	49	38867.39
302	2005-01-01	49	340297.57
302	2003-04-16	48	31327.01
302	2004-10-08	45	225186.81
302	2003-07-30	44	185751.66
302	2005-04-05	38	135766.89
302	2003-11-26	36	104018.63
302	2005-07-13	28	3834.28
302	2003-08-17	12	32265.84
302	2004-03-15	8	298223.59
302	2004-08-30	8	186942.28
303	2003-10-22	59	46662.44
303	2004-08-14	55	129161.35
303	2004-08-08	49	157864.66
303	2004-01-20	45	126283.55
303	2004-09-09	43	67637.58
303	2004-07-05	36	90187.74
303	2004-10-24	33	699463.24
303	2004-12-15	26	116525.79
303	2005-03-22	21	71819.54
303	2004-05-10	20	23308.91
303	2005-04-26	20	187470.88
303	2004-02-10	12	14735
303	2005-02-18	2	172119.25
304	2004-02-07	124	174392.82
304	2003-09-17	74	620820.94
304	2003-04-30	70	295404.2
304	2004-01-04	53	1432.62
304	2003-09-22	43	20114.72
304	2004-03-08	41	4288.17
304	2004-03-16	31	257653.65
304	2004-07-10	28	113518.11
304	2003-06-10	23	21745.02
304	2004-08-21	20	453871.65
304	2004-09-16	12	102840.1
304	2005-05-10	10	95902.97
304	2005-04-11	8	63386.96
305	2004-08-20	84	115649.81
305	2005-07-24	74	31590.32
305	2003-04-02	69	105541.95
305	2005-07-09	57	163473.73
305	2005-02-01	51	100246.84
305	2004-04-03	43	96176.34
305	2004-11-04	41	35416.09
305	2003-03-14	31	29682.44
305	2005-06-05	27	41966.92
305	2005-04-13	21	177917.31
305	2003-10-21	20	40853.53
305	2004-09-24	10	1206.51
305	2005-04-01	9	113761.35
306	2003-12-15	69	81934.88
306	2005-05-17	65	261718.79
306	2004-10-13	53	20947.23
306	2004-12-02	49	166362.64
306	2003-08-23	47	35016.76
306	2005-04-21	36	40621.68
306	2003-11-03	25	57737.07
306	2004-10-03	22	25872.13
306	2004-01-07	21	24074.14
306	2004-03-30	16	409522.7
306	2004-09-07	13	15334.47
306	2003-07-28	12	54533.88
307	2003-06-18	67	71049.77
307	2003-04-15	62	45061.49
307	2003-09-30	62	169637.51
307	2003-08-30	61	65404.42
307	2004-10-07	60	520239.39
307	2004-07-13	50	54957.74
307	2003-10-08	47	284314.59
307	2005-03-25	46	225939.85
307	2004-04-05	45	149144.75
307	2004-12-21	45	13875.23
307	2005-03-16	44	52954.3
307	2003-03-28	27	72630.88
307	2005-03-16	17	237350.98
307	2004-02-07	10	139165.21
307	2003-06-20	4	176285.5
308	2004-08-02	115	572217.85
308	2003-01-30	113	217871.18
308	2003-11-15	52	322267.29
308	2005-07-22	48	87363.66
308	2004-01-06	43	43266.89
308	2005-01-05	43	134702.45
308	2005-05-07	25	10397.79
308	2003-03-05	8	109745.24
309	2004-09-10	85	71976.69
309	2004-12-01	85	180357.49
309	2005-04-12	82	407841.46
309	2004-10-18	76	82331.12
309	2004-12-19	68	26329.1
309	2004-12-19	67	77200.8
309	2004-08-21	66	12018.27
309	2005-07-20	46	288521.99
309	2005-05-18	42	50042.32
309	2004-04-01	39	47005.04
309	2005-03-12	36	84842
309	2005-04-06	26	72032.73
309	2003-07-02	23	30418.05
309	2004-09-02	19	14543.82
309	2003-11-29	14	133929.59
309	2005-03-06	9	137627.38
309	2003-08-30	8	42650.92
309	2005-01-24	6	228061.09
310	2005-04-22	124	250273.64
310	2003-10-20	122	166220.6
310	2004-11-16	122	145157.9
310	2005-03-03	66	71956.25
310	2003-08-04	64	605139.04
310	2004-01-27	64	76707.62
310	2003-03-18	62	172896.08
310	2003-04-29	60	178188.79
310	2003-03-27	53	130249.06
310	2003-09-15	51	48099.39
310	2003-03-16	49	173875.35
310	2003-10-19	49	1728.83
310	2004-08-06	45	19651.2
310	2005-02-28	39	187941.55
310	2005-05-13	37	15679.18
310	2005-04-25	16	69685
310	2003-03-08	12	134781.39
310	2004-05-16	5	23477.38
311	2004-11-19	105	58789.9
311	2003-10-01	92	77718.33
311	2004-09-18	91	128314.14
311	2003-12-23	78	223475.61
311	2003-07-28	67	45253.38
311	2005-04-17	60	144657.74
311	2003-02-09	54	95505.56
311	2003-06-15	49	104235.86
311	2004-10-25	45	31371.86
311	2003-01-30	44	286312.14
311	2004-04-13	43	403687.55
311	2004-11-26	42	511.5
311	2003-10-09	39	37777.27
311	2004-09-15	27	412158.65
311	2005-02-15	24	57390.45
311	2003-03-10	15	143566.83
311	2003-02-13	8	96431.14
312	2004-08-12	112	12835.61
312	2005-03-14	66	315925.69
312	2003-07-13	51	236773.43
312	2004-01-14	47	103256.44
312	2005-01-14	46	50487.84
312	2003-03-22	42	17412.08
312	2004-01-13	40	37595.5
312	2004-04-16	37	31574.43
312	2004-10-09	31	184551.36
312	2004-04-15	20	221486.26
312	2005-01-08	10	18855.72
312	2005-03-27	10	47375.52
312	2004-01-27	1	123537.09
313	2004-03-13	81	328039.36
313	2004-11-17	70	480978.35
313	2003-10-11	56	284147.33
313	2003-07-19	46	51885.39
313	2005-04-07	36	97707.41
313	2003-10-16	24	120296.73
313	2004-06-24	23	299182.29
313	2004-08-12	20	5289.42
313	2003-06-20	16	21140.82
313	2003-08-27	12	178457.11
313	2005-01-21	11	68032.22
313	2005-03-14	3	188415.03
314	2004-02-16	64	210513.74
314	2005-07-24	63	27152.39
314	2003-03-11	62	93701.97
314	2004-07-07	62	13031.78
314	2004-01-18	60	48627.06
314	2004-12-19	59	235.9
314	2003-10-18	58	199963.16
314	2003-10-26	53	11416.38
314	2004-02-15	52	208164.4
314	2005-07-23	50	106189.04
314	2004-04-06	28	13432.04
314	2004-06-22	16	69098.72
314	2004-08-27	9	104618.67
314	2004-11-12	7	62226.61
314	2003-06-19	6	256234.95
314	2004-09-04	3	175671.15
314	2003-03-31	2	151800.18
315	2003-09-24	110	121812.8
315	2003-09-19	95	104937.57
315	2005-06-02	77	115163.73
315	2004-05-04	62	32843.9
315	2004-10-01	60	17063.17
315	2005-06-29	60	14916.3
315	2004-05-07	57	43715.4
315	2005-01-20	55	19569.68
315	2005-05-26	45	941293.59
315	2004-01-15	21	56844.72
315	2004-08-24	17	259100
315	2003-07-13	9	24194.74
315	2005-02-10	2	229357.8
316	2005-05-12	124	35300.49
316	2004-12-06	116	158103.45
316	2004-03-04	103	347212.65
316	2003-08-13	96	128721.43
316	2004-10-07	95	39573.2
316	2004-03-19	92	573808.31
316	2004-06-02	92	36072.36
316	2003-04-01	90	175225.86
316	2004-04-10	88	24055.08
316	2004-12-13	67	26954.33
316	2004-12-16	66	195765.67
316	2004-02-25	66	343462.67
316	2005-06-15	62	144108.59
316	2003-10-14	59	43519.36
316	2003-12-28	54	189127.03
316	2004-02-06	49	282720
316	2005-07-10	37	16218.88
316	2004-05-14	35	12835.7
316	2005-04-21	33	77865.27
316	2005-07-05	23	118994.88
316	2004-02-21	20	35545.72
316	2005-04-27	9	7779.18
316	2003-03-12	4	133039.01
316	2003-04-16	3	109369.03
316	2003-09-05	3	186090.69
317	2003-05-07	76	271942.52
317	2004-02-01	68	3860.37
317	2004-12-06	63	123641.3
317	2004-09-11	62	282211.1
317	2004-05-07	46	240268.13
317	2004-02-11	44	48415.22
317	2004-06-04	28	192904.28
317	2004-02-21	27	228607.65
317	2004-01-14	25	48429.03
317	2004-10-26	18	311618.52
317	2004-12-27	9	122021.77
317	2003-04-22	8	297753.57
318	2003-03-31	127	30201.97
318	2003-10-14	70	93154.37
318	2004-12-19	62	136734.2
318	2003-08-26	59	46662.66
318	2004-01-08	59	159324.83
318	2003-06-04	57	13302.49
318	2004-03-28	42	85818.9
318	2005-07-01	27	32492.7
318	2004-12-04	24	318831.34
318	2003-08-16	23	24807.24
318	2003-09-03	15	20174.06
318	2003-04-12	9	35980.15
318	2003-03-30	8	79672.21
318	2004-02-10	7	273572.11
318	2004-04-26	6	241456.13
318	2004-06-29	6	103139.88
319	2005-03-21	92	2972.58
319	2004-06-01	58	40343.07
319	2004-12-06	39	13097.8
319	2003-03-25	26	57748.9
319	2004-02-19	22	13569.02
319	2005-03-25	10	21544.83
320	2005-01-08	83	199219.48
320	2003-08-02	67	31394.82
320	2004-01-21	67	103808.34
320	2003-10-06	61	1111551.76
320	2003-09-22	40	65629.14
320	2004-05-14	39	90711.22
320	2003-08-30	37	38136.34
320	2005-06-07	32	116480.57
320	2004-06-30	30	68888.74
320	2005-07-17	25	217321.32
320	2005-07-07	18	26642.1
320	2004-02-22	17	424020.36
320	2004-05-29	16	221975.47
320	2003-04-02	14	42551.62
320	2004-11-21	7	204687.75
321	2005-03-15	127	152586.68
321	2005-01-12	63	92354.12
321	2004-09-21	62	23544.26
321	2003-08-15	61	354192.3
321	2005-01-22	59	121649.22
321	2003-02-28	58	17263.33
321	2004-02-13	52	191640.65
321	2003-04-20	44	64999.95
321	2004-10-01	39	22242.14
321	2004-04-12	35	42875.07
321	2003-04-29	26	126699.16
321	2004-07-27	26	34720
321	2003-07-25	21	176074.03
321	2003-05-17	1	40189.42
321	2003-09-14	1	52409.62
322	2004-04-12	86	68898
322	2004-08-12	67	170969.26
322	2004-10-01	61	442506.35
322	2003-11-07	55	198460.6
322	2003-10-31	45	352571.23
322	2003-07-17	37	64460.81
322	2003-11-13	28	29682.78
322	2003-10-13	27	281515.06
322	2005-01-15	23	146666.02
322	2005-04-05	20	142142.88
322	2003-06-21	16	56395
322	2004-08-22	14	775832.56
322	2004-09-25	6	143923.87
322	2004-10-25	3	20216.6
322	2005-07-29	1	282992.6
323	2003-04-16	115	244879.9
323	2004-08-25	75	73333.97
323	2005-01-03	73	153171.54
323	2003-02-13	63	26150.47
323	2004-02-11	56	4681.68
323	2004-04-12	43	313143.23
323	2004-08-05	40	202668.9
323	2004-06-06	26	101084.36
323	2005-07-28	22	88860.02
323	2004-01-31	13	17126.47
323	2004-04-06	11	235849.45
324	2003-12-03	82	186648.96
324	2003-11-16	69	99542.13
324	2003-01-18	66	226387.53
324	2004-06-14	64	64721.24
324	2005-05-11	62	28020.34
324	2005-07-29	58	52412.03
324	2004-01-13	56	457663.17
324	2004-08-23	55	122926.49
324	2004-03-16	42	69599.64
324	2003-07-19	38	12393.15
324	2003-04-06	30	68367.27
324	2004-01-24	24	51396.25
325	2004-08-19	92	205843.56
325	2003-05-10	89	118555.98
325	2003-10-26	83	95468.83
325	2004-09-13	83	36376.88
325	2005-07-27	68	32674.4
325	2003-10-20	67	202585.76
325	2004-11-20	67	19545.25
325	2004-04-14	57	202489.4
325	2005-04-14	47	246516.66
325	2004-06-22	36	5652.48
325	2005-02-13	9	163095.05
325	2004-12-29	2	62028.87
326	2004-03-20	127	5400.5
326	2005-06-17	83	478441.89
326	2004-07-03	67	77211.3
326	2005-02-06	63	48387.11
326	2005-05-10	59	1451.5
326	2004-07-19	54	71229.8
326	2005-06-16	50	51390.94
326	2005-02-16	45	85669.7
326	2005-07-14	40	6244.08
326	2003-04-17	24	58847.07
326	2003-07-24	24	175848.13
326	2004-04-23	24	341899.09
326	2005-02-20	18	353064.72
326	2003-09-14	10	198117.85
326	2004-02-04	11	28129.35
327	2003-07-28	88	118881.36
327	2004-01-09	66	154786.02
327	2004-04-15	65	140441.94
327	2003-04-25	64	365084.49
327	2004-07-05	60	38049.62
327	2004-12-27	59	40382.66
327	2003-04-11	58	8830.03
327	2004-04-30	41	207376.36
327	2003-03-25	36	273108.92
327	2004-01-05	36	237021.72
327	2003-01-25	28	112617.36
327	2003-12-18	8	115489.94
327	2003-04-21	2	2027.24
328	2003-08-07	101	37356.01
328	2005-07-06	75	64727.05
328	2003-10-01	72	75389.53
328	2004-07-01	63	324850.97
328	2004-08-24	54	206594.87
328	2005-06-22	53	214448.29
328	2003-06-10	47	246533.84
328	2003-09-04	39	86931.94
328	2003-03-07	32	140791.64
328	2005-03-09	30	32230.2
328	2004-05-19	25	18518.08
328	2005-06-27	24	267298.8
328	2003-06-06	18	8516.05
328	2003-05-14	16	16007.79
328	2003-11-21	11	81239.09
328	2003-09-07	9	21531.52
329	2003-02-21	63	124102.93
329	2004-08-03	62	37737.66
329	2003-11-12	57	70631.89
329	2003-10-25	50	60323.08
329	2004-12-09	46	350399.27
329	2005-03-31	46	16782.04
329	2005-07-22	39	244934.95
329	2004-05-11	35	28755.18
329	2005-02-28	11	166634.43
329	2004-11-06	9	89026.81
329	2004-03-19	7	178575.66
330	2004-10-26	118	314680.43
330	2003-09-14	98	24173.64
330	2005-01-02	78	359365.77
330	2003-05-04	63	11128.38
330	2004-05-04	53	73624.37
330	2003-09-22	48	74953.81
330	2004-07-28	39	247798.2
330	2005-04-29	36	207168.11
330	2004-08-06	28	27328.72
330	2005-07-22	26	437321.58
330	2004-09-11	22	109156.47
330	2005-07-29	19	29818.67
331	2005-04-03	121	63321.3
331	2004-03-18	73	18531.94
331	2003-06-09	72	212817.34
331	2004-11-22	55	400517.04
331	2004-02-04	44	140456.4
331	2004-06-17	42	92606.61
331	2003-06-28	30	304108.77
331	2003-11-14	21	305647.44
331	2003-11-27	20	20193.78
331	2003-04-04	7	167106.39
332	2004-04-28	125	187847.36
332	2003-03-18	104	35599.12
332	2005-03-29	98	135363.9
332	2003-05-06	97	105394.81
332	2005-04-11	89	72719.32
332	2004-01-19	81	39509.95
332	2004-09-30	65	30639.9
332	2003-11-24	52	103903.1
332	2005-03-24	51	95591.71
332	2003-07-13	48	210296
332	2004-05-30	48	54415.4
332	2004-04-02	46	49219.71
332	2005-06-25	40	14442.08
332	2003-05-13	31	110212.15
332	2003-05-29	27	72286.3
332	2003-03-31	11	268379.98
332	2005-01-05	11	73274.11
332	2003-10-23	10	100390.64
332	2005-04-26	9	529747.91
332	2003-07-27	8	176055.32
332	2003-11-11	6	362097.19
333	2004-04-11	75	139448.7
333	2003-04-06	60	114597.29
333	2004-09-21	50	70694.01
333	2003-10-13	48	21481.38
333	2004-08-15	41	143950.52
333	2003-06-01	37	50019.07
333	2003-11-22	20	481470.14
333	2003-07-22	7	34502.83
334	2004-03-26	66	49988.71
334	2003-11-05	62	45724.26
334	2003-11-01	59	6555.72
334	2004-09-23	52	578208.72
334	2004-05-31	49	9433.38
334	2005-04-03	48	58058.24
334	2004-02-16	30	43001.97
334	2004-10-18	29	46246.93
334	2005-07-03	20	135483.2
334	2003-04-10	19	204203.42
334	2004-12-27	10	364574.59
334	2003-05-02	8	235658.75
334	2005-07-10	4	242397.48
335	2003-03-26	97	199317.09
335	2004-12-23	63	36511.62
335	2003-04-17	60	76095.01
335	2003-11-04	51	220950.29
335	2003-09-28	46	718904.95
335	2005-04-24	42	7264.69
335	2005-02-12	34	163839.1
335	2003-07-11	20	24172.38
336	2005-07-14	68	137314.99
336	2004-10-10	67	180863.31
336	2003-10-02	63	112970.52
336	2004-12-05	63	192641.25
336	2004-02-21	55	565986.68
336	2003-09-17	49	102165.4
336	2005-05-14	49	128831.03
336	2003-06-26	44	30124.36
336	2003-02-17	43	98241.42
336	2003-07-11	36	62256
336	2003-04-09	30	686133.18
336	2005-01-29	21	23138.15
336	2004-04-15	14	10175.78
336	2004-11-16	14	76985.92
336	2003-02-23	11	75948.32
336	2005-05-27	7	337027.05
336	2005-03-04	5	49792.67
336	2005-06-07	3	121200.19
336	2004-10-08	2	297748.72
337	2005-07-21	81	88922.66
337	2003-09-30	79	68312.99
337	2004-05-15	78	124904.49
337	2005-01-26	73	205748.15
337	2005-07-15	68	389192.51
337	2004-02-06	60	11618.47
337	2004-12-25	49	575974.93
337	2005-03-03	47	10291.83
337	2003-04-22	40	202547.7
337	2004-03-04	36	92035.38
337	2003-04-12	30	8733.62
337	2004-07-24	16	267991.36
337	2004-02-10	16	19285.76
337	2004-03-30	12	218757.23
337	2003-03-15	10	344378.22
337	2004-12-16	8	376789.86
337	2004-05-07	2	99149.74
338	2005-03-19	119	50572.33
338	2003-09-18	88	92525.61
338	2003-07-26	41	131279.45
338	2005-04-12	33	99311.66
338	2003-09-25	23	211793.39
338	2004-11-06	14	72377.8
338	2004-04-27	12	67761.91
338	2003-09-29	10	178563.65
338	2004-04-29	7	61613.36
338	2005-01-04	7	181525.55
339	2003-08-15	97	24207.15
339	2004-06-02	81	153759.44
339	2005-03-21	65	30055.33
339	2004-11-14	61	169143.21
339	2004-07-09	55	26414.33
339	2004-10-25	54	41647.76
339	2005-04-05	50	13262.93
339	2003-08-13	49	36782.37
339	2003-05-29	45	14333.44
339	2004-09-04	43	345079.39
339	2003-12-18	42	46456.02
339	2004-11-17	40	88952.48
339	2004-06-05	29	77544.48
339	2003-11-30	28	202350.14
339	2003-10-04	23	149066.81
339	2004-03-18	14	51969.3
339	2003-04-01	12	49804.37
339	2004-02-12	13	62796.28
339	2005-05-26	12	167280.33
339	2004-12-10	11	179232.97
339	2005-05-09	10	139474.63
339	2003-12-12	6	233800.54
339	2004-10-13	1	312331.72
340	2003-08-29	105	45742.3
340	2004-06-06	89	318358.93
340	2003-07-30	81	54473.66
340	2004-09-30	66	50423.94
340	2003-08-07	64	129265.54
340	2003-05-05	62	50420.95
340	2003-11-10	56	52403.61
340	2004-08-11	49	90349.29
340	2003-06-10	46	17519.74
340	2004-09-30	38	172139.35
340	2005-02-03	11	230740.34
340	2005-02-25	10	8763.76
340	2004-09-20	8	89361.52
340	2003-03-19	7	23164.26
341	2004-09-21	94	737193.42
341	2004-06-28	88	113185.81
341	2003-02-18	85	59873.49
341	2004-01-17	64	149881.03
341	2004-04-03	64	95616.73
341	2003-11-12	57	74027.21
341	2005-05-03	55	34110.12
341	2003-11-04	54	55965.39
341	2004-08-01	42	99856.91
341	2005-03-02	42	41024.16
341	2005-06-19	39	35404.2
341	2004-04-27	28	271868.82
341	2003-05-14	24	9734.98
341	2005-05-26	18	97993.12
341	2004-09-21	10	76356.39
341	2004-03-20	7	99258.4
341	2003-07-25	6	13065.91
341	2003-10-04	4	123425.36
341	2003-12-23	2	109572.35
341	2004-04-30	1	183610.44
342	2004-06-14	78	77799.83
342	2004-08-05	66	398616.62
342	2003-08-17	65	38334.18
