PRODUCT;STORE;TDATE;CUSTNUM;UNITS;PROMOTION
Pinot Noir;SW4;2000-01-14 0:00:00;439;3;1
Blanc de Blanc Brut;NC2;2000-01-01 0:00:00;439;3;0
Claret;MC3;2000-01-05 0:00:00;439;4;1
Claret;SE3;2000-01-13 0:00:00;440;2;1
Blanc de Blanc Brut;SW3;2000-01-26 0:00:00;440;3;1
Sauvignon Blanc;MC2;2000-01-27 0:00:00;440;2;1
Pinot Noir;MC3;2000-01-08 0:00:00;440;3;1
Zinfandel Blanc de Noir;SE1;2000-01-22 0:00:00;441;5;1
Chardonnay;NW1;2000-01-28 0:00:00;441;4;1
Zinfandel Blanc;SW3;2000-01-06 0:00:00;441;3;1
Chablis;SW4;2000-01-25 0:00:00;441;2;1
Blanc de Blanc Brut;NC1;2000-01-30 0:00:00;441;3;1
Riesling;NC3;2000-01-05 0:00:00;441;3;1
Brut--Reserve;MW1;2000-01-18 0:00:00;442;3;1
Blanc de Blanc Brut;MW1;2000-01-04 0:00:00;442;2;1
Brut--Reserve;MW2;2000-01-29 0:00:00;442;2;1
Brut--Reserve;MW3;2000-01-26 0:00:00;442;3;1
Pinot Noir;MW3;2000-01-29 0:00:00;442;3;1
Pinot Noir;MC1;2000-01-27 0:00:00;442;2;1
Claret;SE1;2000-01-27 0:00:00;443;3;1
Sauvignon Blanc;NW1;2000-01-24 0:00:00;443;1;1
Chablis;MW1;2000-01-27 0:00:00;443;2;1
Merlot;SW3;2000-01-01 0:00:00;443;2;0
Riesling;SW4;2000-01-30 0:00:00;443;2;1
Sauvignon Blanc;NC1;2000-01-22 0:00:00;443;2;1
Chablis;NE2;2000-01-18 0:00:00;444;4;1
Brut--Reserve;SW1;2000-01-24 0:00:00;444;3;1
Claret;SW2;2000-01-11 0:00:00;444;3;1
Brut--Reserve;NC1;2000-01-26 0:00:00;444;3;1
Blanc de Blanc Brut;MC2;2000-01-12 0:00:00;444;4;1
Pinot Noir;MC2;2000-01-13 0:00:00;444;4;1
Chardonnay;MC2;2000-01-27 0:00:00;444;2;1
Pinot Noir;MW1;2000-01-23 0:00:00;445;4;1
Chardonnay;MW2;2000-01-05 0:00:00;445;4;1
Zinfandel Blanc de Noir;ME1;2000-01-24 0:00:00;446;4;1
Riesling;MW2;2000-01-06 0:00:00;446;4;1
Chardonnay;SW2;2000-01-03 0:00:00;446;2;1
Riesling;SW2;2000-01-03 0:00:00;446;3;1
Pinot Noir;SW3;2000-01-14 0:00:00;446;3;1
Blanc de Blanc Brut;NW1;2000-01-29 0:00:00;447;3;1
Chablis;MW2;2000-01-07 0:00:00;447;2;1
Sauvignon Blanc;MW3;2000-01-15 0:00:00;447;2;1
Chardonnay;NC2;2000-01-13 0:00:00;447;1;1
Pinot Noir;MC3;2000-01-10 0:00:00;447;2;1
Pinot Noir;NE3;2000-01-19 0:00:00;448;2;1
Brut--Reserve;ME2;2000-01-17 0:00:00;448;2;1
Cabernet Sauvignon;SE1;2000-01-09 0:00:00;448;3;1
Brut--Reserve;SE2;2000-01-14 0:00:00;448;4;1
Zinfandel Blanc;NW2;2000-01-18 0:00:00;448;4;1
Zinfandel Blanc de Noir;MW2;2000-01-18 0:00:00;448;3;1
Merlot;MW3;2000-01-10 0:00:00;448;3;1
Chardonnay;MC2;2000-01-04 0:00:00;448;5;1
Pinot Noir;NE2;2000-01-21 0:00:00;449;4;1
Claret;SE3;2000-01-08 0:00:00;449;5;1
Zinfandel Blanc de Noir;NW1;2000-01-10 0:00:00;449;2;1
Blanc de Blanc Brut;NW3;2000-01-13 0:00:00;449;2;1
Sauvignon Blanc;NW3;2000-01-04 0:00:00;449;1;1
Zinfandel Blanc;NW3;2000-01-17 0:00:00;449;2;1
Merlot;SW1;2000-01-05 0:00:00;449;2;1
Chardonnay;SW1;2000-01-10 0:00:00;449;4;1
Cabernet Sauvignon;SW2;2000-01-23 0:00:00;449;4;1
Pinot Noir;SW3;2000-01-02 0:00:00;449;3;1
Pinot Noir;NC2;2000-01-21 0:00:00;449;2;1
Zinfandel Blanc de Noir;NC3;2000-01-25 0:00:00;449;3;1
Sauvignon Blanc;MC1;2000-01-24 0:00:00;449;4;1
Sauvignon Blanc;NE2;2000-01-25 0:00:00;450;2;1
Zinfandel Blanc;MW3;2000-01-15 0:00:00;450;1;1
Pinot Noir;SW4;2000-01-22 0:00:00;450;2;1
Cabernet Sauvignon;NC3;2000-01-27 0:00:00;450;2;1
Cabernet Sauvignon;ME1;2000-01-14 0:00:00;451;3;1
Brut--Reserve;MW2;2000-01-13 0:00:00;451;3;1
Cabernet Sauvignon;MW3;2000-01-29 0:00:00;451;3;1
Chablis;SW4;2000-01-07 0:00:00;451;2;1
Zinfandel Blanc;NE3;2000-01-16 0:00:00;452;2;1
Brut--Reserve;SE2;2000-01-12 0:00:00;452;3;1
Zinfandel Blanc;SE2;2000-01-04 0:00:00;452;3;1
Cabernet Sauvignon;NW3;2000-01-03 0:00:00;452;3;1
Blanc de Blanc Brut;MW3;2000-01-28 0:00:00;452;5;1
Riesling;SW4;2000-01-28 0:00:00;452;3;1
Merlot;NC3;2000-01-29 0:00:00;452;5;1
Claret;SE1;2000-01-25 0:00:00;453;4;1
Chardonnay;SW3;2000-01-07 0:00:00;453;4;1
Merlot;SW4;2000-01-06 0:00:00;453;4;1
Blanc de Blanc Brut;MC2;2000-01-31 0:00:00;453;3;1
Chablis;NE1;2000-01-04 0:00:00;454;5;1
Claret;SW2;2000-01-15 0:00:00;454;3;1
Cabernet Sauvignon;MC3;2000-01-05 0:00:00;454;1;1
Sauvignon Blanc;NW1;2000-01-09 0:00:00;455;2;1
Claret;SW1;2000-01-07 0:00:00;455;1;1
Sauvignon Blanc;SW2;2000-01-21 0:00:00;455;4;1
Cabernet Sauvignon;SW3;2000-01-09 0:00:00;455;3;1
Cabernet Sauvignon;MC2;2000-01-04 0:00:00;455;1;1
Claret;NW2;2000-01-24 0:00:00;456;4;1
Chardonnay;NW2;2000-01-09 0:00:00;456;3;1
Chardonnay;NW2;2000-01-26 0:00:00;456;1;1
Chardonnay;NW2;2000-01-17 0:00:00;456;3;1
Cabernet Sauvignon;SW2;2000-01-22 0:00:00;456;2;1
Pinot Noir;MC2;2000-01-14 0:00:00;456;4;1
Sauvignon Blanc;NW1;2000-01-10 0:00:00;457;4;1
Chablis;NW2;2000-01-07 0:00:00;457;5;1
Pinot Noir;NW3;2000-01-03 0:00:00;457;2;1
Chardonnay;MW1;2000-01-25 0:00:00;457;5;1
Sauvignon Blanc;NC2;2000-01-08 0:00:00;457;4;1
Blanc de Blanc Brut;ME1;2000-01-21 0:00:00;458;5;1
Zinfandel Blanc de Noir;SW4;2000-01-06 0:00:00;458;1;1
Zinfandel Blanc de Noir;MC2;2000-01-10 0:00:00;458;5;1
Zinfandel Blanc de Noir;MW2;2000-01-24 0:00:00;459;1;1
Riesling;MW2;2000-01-25 0:00:00;459;1;1
Zinfandel Blanc de Noir;SW4;2000-01-14 0:00:00;459;1;1
Merlot;NC2;2000-01-14 0:00:00;459;3;1
Chardonnay;NC2;2000-01-09 0:00:00;459;5;1
Blanc de Blanc Brut;SE2;2000-01-17 0:00:00;460;3;1
Zinfandel Blanc;SE2;2000-01-18 0:00:00;460;4;1
Blanc de Blanc Brut;NW2;2000-01-24 0:00:00;460;4;1
Brut--Reserve;SW2;2000-01-08 0:00:00;460;2;1
Merlot;SW2;2000-01-03 0:00:00;460;1;1
Chardonnay;NE2;2000-01-16 0:00:00;461;2;1
Blanc de Blanc Brut;NW2;2000-01-10 0:00:00;461;5;1
Zinfandel Blanc de Noir;MW3;2000-01-22 0:00:00;461;1;1
Blanc de Blanc Brut;MC1;2000-01-03 0:00:00;461;3;1
Chardonnay;NW1;2000-01-01 0:00:00;462;2;0
Blanc de Blanc Brut;SW4;2000-01-07 0:00:00;462;2;1
Brut--Reserve;NC2;2000-01-24 0:00:00;462;4;1
Brut--Reserve;NC3;2000-01-21 0:00:00;462;1;1
Pinot Noir;NC3;2000-01-16 0:00:00;462;2;1
Chablis;NC3;2000-01-27 0:00:00;462;4;1
Merlot;SE1;2000-01-12 0:00:00;463;4;1
Chardonnay;NW1;2000-01-13 0:00:00;463;2;1
Pinot Noir;MW2;2000-01-29 0:00:00;463;4;1
Chablis;MW2;2000-01-29 0:00:00;463;1;1
Chablis;MW3;2000-01-26 0:00:00;463;5;1
Chablis;NW1;2000-01-26 0:00:00;464;2;1
Brut--Reserve;NW2;2000-01-24 0:00:00;464;4;1
Blanc de Blanc Brut;NW2;2000-01-25 0:00:00;464;3;1
Zinfandel Blanc;MW1;2000-01-08 0:00:00;464;2;1
Zinfandel Blanc de Noir;MW3;2000-01-16 0:00:00;464;3;1
Sauvignon Blanc;SW3;2000-01-14 0:00:00;464;3;1
Brut--Reserve;MC1;2000-01-24 0:00:00;464;3;1
Cabernet Sauvignon;MC3;2000-01-05 0:00:00;464;2;1
Pinot Noir;MW1;2000-01-26 0:00:00;465;4;1
Chablis;SW2;2000-01-06 0:00:00;465;2;1
Blanc de Blanc Brut;SW4;2000-01-17 0:00:00;465;4;1
Pinot Noir;SW4;2000-01-29 0:00:00;465;3;1
Chardonnay;NC1;2000-01-03 0:00:00;465;3;1
Pinot Noir;NC2;2000-01-12 0:00:00;465;5;1
Zinfandel Blanc;MC1;2000-01-09 0:00:00;465;3;1
Cabernet Sauvignon;NW2;2000-01-07 0:00:00;466;2;1
Claret;NW3;2000-01-12 0:00:00;466;3;1
Merlot;NC2;2000-01-31 0:00:00;466;2;1
Claret;MC3;2000-01-10 0:00:00;466;4;1
Blanc de Blanc Brut;NW2;2000-01-01 0:00:00;467;2;0
Blanc de Blanc Brut;NC1;2000-01-02 0:00:00;467;3;1
Brut--Reserve;NC3;2000-01-08 0:00:00;467;3;1
Cabernet Sauvignon;MC2;2000-01-24 0:00:00;467;5;1
Chablis;SW4;2000-01-30 0:00:00;468;2;1
Zinfandel Blanc;NC1;2000-01-10 0:00:00;468;4;1
Sauvignon Blanc;MC1;2000-01-23 0:00:00;468;1;1
Cabernet Sauvignon;MC2;2000-01-10 0:00:00;468;2;1
Chardonnay;NE3;2000-01-15 0:00:00;469;2;1
Cabernet Sauvignon;SE1;2000-01-02 0:00:00;469;2;1
Cabernet Sauvignon;NW2;2000-01-08 0:00:00;469;1;1
Chardonnay;SW1;2000-01-24 0:00:00;469;4;1
Riesling;SW2;2000-01-02 0:00:00;469;2;1
Claret;MC1;2000-01-06 0:00:00;469;1;1
Zinfandel Blanc de Noir;MW2;2000-01-03 0:00:00;470;2;1
Zinfandel Blanc de Noir;MW2;2000-01-23 0:00:00;470;5;1
Zinfandel Blanc de Noir;SW2;2000-01-03 0:00:00;470;2;1
Claret;SW3;2000-01-05 0:00:00;470;4;1
Riesling;SW3;2000-01-04 0:00:00;470;4;1
Sauvignon Blanc;NC1;2000-01-25 0:00:00;470;4;1
Merlot;MC1;2000-01-16 0:00:00;470;4;1
Zinfandel Blanc;NE1;2000-01-26 0:00:00;471;5;1
Chablis;NE3;2000-01-07 0:00:00;471;4;1
Merlot;SE1;2000-01-04 0:00:00;471;3;1
Chablis;SE1;2000-01-30 0:00:00;471;5;1
Pinot Noir;MW3;2000-01-05 0:00:00;471;4;1
Riesling;MW3;2000-01-30 0:00:00;471;1;1
Sauvignon Blanc;MW3;2000-01-15 0:00:00;471;4;1
Chablis;MC1;2000-01-10 0:00:00;471;2;1
Merlot;ME2;2000-01-22 0:00:00;472;2;1
Chablis;MW1;2000-01-23 0:00:00;472;4;1
Cabernet Sauvignon;SW1;2000-01-11 0:00:00;472;3;1
Riesling;SW1;2000-01-13 0:00:00;472;5;1
Sauvignon Blanc;SW1;2000-01-16 0:00:00;472;2;1
Sauvignon Blanc;SW1;2000-01-19 0:00:00;472;3;1
Pinot Noir;NC1;2000-01-10 0:00:00;472;3;1
Pinot Noir;NC1;2000-01-25 0:00:00;472;2;1
Brut--Reserve;MC1;2000-01-30 0:00:00;472;4;1
Cabernet Sauvignon;MC3;2000-01-02 0:00:00;472;3;1
Zinfandel Blanc;SW1;2000-01-17 0:00:00;473;5;1
Pinot Noir;SW2;2000-01-07 0:00:00;473;3;1
Blanc de Blanc Brut;MC1;2000-01-27 0:00:00;473;2;1
Riesling;SE2;2000-01-27 0:00:00;474;2;1
Zinfandel Blanc;SE2;2000-01-30 0:00:00;474;4;1
Merlot;NC2;2000-01-09 0:00:00;474;2;1
Pinot Noir;NE3;2000-01-18 0:00:00;475;2;1
Claret;MW3;2000-01-24 0:00:00;475;4;1
Claret;MC1;2000-01-25 0:00:00;475;4;1
Sauvignon Blanc;MW1;2000-01-26 0:00:00;476;4;1
Merlot;SW2;2000-01-06 0:00:00;476;2;1
Pinot Noir;MC2;2000-01-30 0:00:00;476;5;1
Chardonnay;MW1;2000-01-04 0:00:00;477;5;1
Chablis;NC1;2000-01-09 0:00:00;477;2;1
Merlot;NE3;2000-01-22 0:00:00;478;1;1
Pinot Noir;NC2;2000-01-19 0:00:00;478;3;1
Chardonnay;NE3;2000-01-01 0:00:00;479;3;0
Zinfandel Blanc de Noir;ME1;2000-01-15 0:00:00;479;2;1
Cabernet Sauvignon;MW2;2000-01-23 0:00:00;479;4;1
Blanc de Blanc Brut;SW1;2000-01-14 0:00:00;479;2;1
Pinot Noir;SW2;2000-01-14 0:00:00;479;3;1
Chablis;MC2;2000-01-30 0:00:00;479;3;1
Sauvignon Blanc;NW3;2000-01-30 0:00:00;480;2;1
Riesling;MW1;2000-01-22 0:00:00;480;2;1
Claret;NC2;2000-01-04 0:00:00;480;1;1
Brut--Reserve;NC3;2000-01-27 0:00:00;480;3;1
Sauvignon Blanc;NC3;2000-01-11 0:00:00;480;1;1
Zinfandel Blanc de Noir;MC2;2000-01-20 0:00:00;480;3;1
Chablis;NE3;2000-01-06 0:00:00;481;2;1
Claret;NC3;2000-01-22 0:00:00;481;2;1
Chardonnay;MC1;2000-01-20 0:00:00;481;4;1
Sauvignon Blanc;MW2;2000-01-18 0:00:00;482;2;1
Brut--Reserve;SW4;2000-01-14 0:00:00;482;3;1
Pinot Noir;SW4;2000-01-30 0:00:00;482;4;1
Riesling;ME2;2000-01-11 0:00:00;483;2;1
Zinfandel Blanc;NW2;2000-01-02 0:00:00;483;2;1
Blanc de Blanc Brut;MW2;2000-01-14 0:00:00;483;3;1
Zinfandel Blanc de Noir;MW1;2000-01-06 0:00:00;484;2;1
Claret;MC3;2000-01-14 0:00:00;484;3;1
Claret;MC3;2000-01-16 0:00:00;484;5;1
Chardonnay;NW2;2000-01-05 0:00:00;485;2;1
Cabernet Sauvignon;MW1;2000-01-30 0:00:00;485;4;1
Riesling;MW2;2000-01-02 0:00:00;485;2;1
Merlot;MW3;2000-01-19 0:00:00;485;5;1
Pinot Noir;SW3;2000-01-12 0:00:00;485;2;1
Brut--Reserve;NC1;2000-01-11 0:00:00;485;3;1
Riesling;NC1;2000-01-12 0:00:00;485;2;1
Pinot Noir;MC3;2000-01-25 0:00:00;485;2;1
Merlot;NE2;2000-01-25 0:00:00;486;2;1
Chardonnay;SE1;2000-01-30 0:00:00;486;2;1
Zinfandel Blanc;NW3;2000-01-28 0:00:00;486;2;1
Merlot;SW4;2000-01-09 0:00:00;486;5;1
Brut--Reserve;NE3;2000-01-23 0:00:00;487;2;1
Chardonnay;NW3;2000-01-07 0:00:00;487;2;1
Cabernet Sauvignon;SW2;2000-01-05 0:00:00;487;3;1
Sauvignon Blanc;SW4;2000-01-10 0:00:00;487;1;1
Riesling;NC2;2000-01-11 0:00:00;487;4;1
Riesling;NC3;2000-01-16 0:00:00;487;4;1
Zinfandel Blanc de Noir;ME2;2000-01-07 0:00:00;488;3;1
Riesling;NW1;2000-01-09 0:00:00;488;2;1
Pinot Noir;NW3;2000-01-20 0:00:00;488;5;1
Zinfandel Blanc de Noir;SW3;2000-01-04 0:00:00;488;2;1
Sauvignon Blanc;MC2;2000-01-09 0:00:00;488;3;1
Sauvignon Blanc;SE2;2000-01-30 0:00:00;489;4;1
Brut--Reserve;NW1;2000-01-30 0:00:00;489;1;1
Chardonnay;SW2;2000-01-05 0:00:00;489;2;1
Cabernet Sauvignon;NC3;2000-01-07 0:00:00;489;1;1
Zinfandel Blanc de Noir;MC3;2000-01-06 0:00:00;489;3;1
Chardonnay;SE3;2000-01-07 0:00:00;490;2;1
Sauvignon Blanc;MW2;2000-01-14 0:00:00;490;4;1
Zinfandel Blanc;MW3;2000-01-19 0:00:00;490;4;1
Claret;MC1;2000-01-15 0:00:00;490;1;1
Chardonnay;NW2;2000-01-23 0:00:00;491;2;1
Merlot;SW2;2000-01-21 0:00:00;491;4;1
Chardonnay;SW2;2000-01-04 0:00:00;491;3;1
Brut--Reserve;SW4;2000-01-29 0:00:00;491;4;1
Sauvignon Blanc;NC2;2000-01-07 0:00:00;491;2;1
Merlot;NC3;2000-01-21 0:00:00;491;5;1
Riesling;NE2;2000-01-19 0:00:00;492;3;1
Pinot Noir;SE2;2000-01-07 0:00:00;492;2;1
Pinot Noir;MW3;2000-01-25 0:00:00;492;1;1
Sauvignon Blanc;SW2;2000-01-14 0:00:00;492;2;1
Riesling;SW3;2000-01-12 0:00:00;492;2;1
Pinot Noir;MC1;2000-01-13 0:00:00;492;4;1
Cabernet Sauvignon;NE2;2000-01-26 0:00:00;493;2;1
Cabernet Sauvignon;MW1;2000-01-24 0:00:00;493;3;1
Zinfandel Blanc de Noir;MW3;2000-01-23 0:00:00;493;3;1
Blanc de Blanc Brut;MW3;2000-01-12 0:00:00;493;4;1
Claret;MW3;2000-01-09 0:00:00;493;3;1
Cabernet Sauvignon;SW3;2000-01-03 0:00:00;493;3;1
Brut--Reserve;SW4;2000-01-12 0:00:00;493;4;1
Cabernet Sauvignon;SW4;2000-01-13 0:00:00;493;2;1
Chardonnay;NC3;2000-01-08 0:00:00;493;1;1
Chablis;ME1;2000-01-02 0:00:00;494;3;1
Sauvignon Blanc;ME2;2000-01-24 0:00:00;494;3;1
Zinfandel Blanc de Noir;SW4;2000-01-27 0:00:00;494;3;1
Sauvignon Blanc;MC2;2000-01-09 0:00:00;494;3;1
Riesling;NW2;2000-01-31 0:00:00;495;5;1
Zinfandel Blanc de Noir;NW3;2000-01-19 0:00:00;495;3;1
Claret;SW1;2000-01-16 0:00:00;495;4;1
Claret;MC3;2000-01-30 0:00:00;495;5;1
Riesling;NW1;2000-01-12 0:00:00;496;4;1
Brut--Reserve;NW2;2000-01-27 0:00:00;496;2;1
Claret;MW3;2000-01-12 0:00:00;496;3;1
Riesling;MW3;2000-01-25 0:00:00;496;3;1
Cabernet Sauvignon;SW1;2000-01-29 0:00:00;496;3;1
Claret;SW1;2000-01-12 0:00:00;496;4;1
Zinfandel Blanc;SW2;2000-01-13 0:00:00;496;4;1
Claret;NC1;2000-01-24 0:00:00;496;2;1
Sauvignon Blanc;NC1;2000-01-11 0:00:00;496;3;1
Zinfandel Blanc;NE2;2000-01-19 0:00:00;497;3;1
Cabernet Sauvignon;NW1;2000-01-29 0:00:00;497;3;1
Zinfandel Blanc de Noir;MW2;2000-01-03 0:00:00;497;1;1
Chardonnay;MW3;2000-01-12 0:00:00;497;4;1
Pinot Noir;NC1;2000-01-03 0:00:00;497;4;1
Riesling;NC1;2000-01-13 0:00:00;497;1;1
Merlot;NE1;2000-01-10 0:00:00;498;5;1
Zinfandel Blanc;NE2;2000-01-26 0:00:00;498;3;1
Zinfandel Blanc de Noir;SE1;2000-01-24 0:00:00;498;5;1
Merlot;SE3;2000-01-19 0:00:00;498;3;1
Sauvignon Blanc;NW3;2000-01-29 0:00:00;498;3;1
Claret;MC3;2000-01-08 0:00:00;498;3;1
Pinot Noir;SE1;2000-01-22 0:00:00;499;2;1
Brut--Reserve;NC3;2000-01-27 0:00:00;499;2;1
