kunde,artikel,artikelbezeichnung
00486,1861,"eTrust Antivirus v7.1 e. 1user eTrust Antivirus v7.1 e. 1user Incl"
00486,1970,"""FSC CRT 21"""" 21P4 30-115Khz TCO99 3 J.dtd"""""""
00174,337,"HDD 160GB ATA 7200rpm f TC IBM HDD 160GB"
00174,50,"SW MS Windows_2000 Pro engl. CD DSP DSP-OEM-Vorschriften! MS KB23-01401"
00174,1682,"Client Sec 2 BUSENESS PACK ES CD 10U Client Security 2.0 BUSINESS PACK E"
00174,106,"CUG ADT2004v.AutoCAD04/02/2000i dt. CUG Architectural Deskop 2004 v.Aut"
00174,1364,"""Monitor 17"""" /43cm Samsung SM793S 70kHz FS"""""""
00251,846,"CUG ADT2004NLSv.ACAD04/02/2000idt.Folge CUG ADT 2004NLSv.AutoCAD2004/2002/2"
00251,2359,"SW MS Windows 2000 Pro dt. CD DSP High-End Betriebssystem, MS B23-000"
00251,657,"""LCD Display 18.1"""" Sony P82 DVI-D/VGA TCO"""""""
00251,715,"Backup Exec 9.1 W2NT Tivoli StorMgr OCP Backup Exec Tivoli StorMgr Option C"
00251,1437,"x235 Xeon 3.2 1GB noHD Tower IBM x235 Xe"
00194,431,"PERSONAL STORAGE ONETOUCH MAC Formatiert"
00194,2347,"SW CorelDraw 11 UP dt. CD Win/Mac Graphi uite / von CorelDraw x.x f. Win ode"
00194,2392,"Avirus SMB GPWR PROT. v9/DE CD 5U AntiVirus SMB GROUPWARE PROTECTION"
00194,209,"SW Adobe Acrobat Capture Pers.Ed. 3.0 e. Acrobat Capture Pers.Ed. 3.0 e. CD"
00194,476,"GLP UP BrightStor ARCs v9 NW dt. Server GLP UP BrightStor ARCs v9 NW dt. Se"
00194,2125,"SW AVM FRITZ!32 (nur Software)+ Tuning Kit, AVM ISDN-Anwendungen Einzelpla"
00194,889,"MS Windows XP Pro cz. CD WXP MS Windows XP Pro cz. CD WXP"
00194,498,"LIG BAB R11 Clt Ag Win +1Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00238,2588,"VGA PARHELIA512GPU PCI DH 256MB Bulk VGA"
00238,1904,"Grand Central Pro 3.1 dt Mac Grand Central Pro v3 dt Mac"
00238,1291,"""LCD Display 17"""" V7 L17EB schwarz 17 """" LC"""""""
00238,2606,"Mac OS X Server 10.3/DE CD Mac 10u Mac OS X Server 10.3 Panther CD Mac"
00238,992,"HP EFI Software RIP für Designjet 130 HP EFI Software RIP für Designjet 1"
00238,1438,"K8V SE DELUXE/ K8T800 Socket 754 ,ATX MB"
00737,1088,"""170P5ES 17"""" TFT.264 DVI-D/VGA silv. TCO03"""""""
00737,1038,"D915GEVL ATX,915G,DDR-533,LGA775 MB D915"
00737,1147,"VGA 256MB FX5950 ASUS V9980Ultra TVD , n"
00737,907,"SW Lexware QuickSteuer DELUXE 2004 10.0 GR/ 10.0/ deutsch/ Vollversion/ For"
00737,2171,"SmartBase PC-D320 Digitalk. 14 S./Min.,D"
00776,292,"SW IBM DB2 UDB PERSONAL D Überlauf Produktname: DB2 UDB Perso"
00776,1234,"AutoCAD 2005 nord. Vollversion AutoCAD 2005 nord. Vollversion meh"
00776,1994,"IP FW+3des Ft v12208T/EN CD f C80 ser IP FW+3des Ft v12208T/EN CD f C80"
00588,53,"BrightStor ARCserve v9 NW e. TLO BrightStor ARCserve v9 NW e. Tape L"
00588,1781,"D865PERLL/478 i865PE ATX 4GB LAN Bulk MB"
00615,75,"LIG BAB R11 Clt Ag MAC +1Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00615,12,"MSI FX5200LE-TD128 GFFX 128MB DDR RTL AG"
00615,2554,"Desktop Firewall SptCon mll CD 1Yr 10u Desktop Firewall 10pk MN mll CD Pri"
00586,1750,"InDesign CS 3.0 dt. CD Mac InDesign CS 3.0 dt. CD Mac 3.0/ de"
00586,201,"BrightStor ARCserve R11 für SBS inkl OFA BrightStor ARCserve R11 für SBS ink"
00586,291,"SW Quicken 2003 Deluxe dt. CD W32 Finanz software, Lexware 6835-005/3-89814-"
00568,2156,"FrameMaker 7.1 e. CD Win FrameMaker 7.1 e. CD Win 7.1/ engl"
00568,2129,"Client Security SMB 1.1 e. 50U CD W32 Client Security SMB 1.1 e. 50U CD W"
00568,1997,"Cisco 2600 IP Plus IPSEC 56 FP Cisco 2600 IP Plus IPSEC 56 Featur"
00423,894,"LIG BAB R11 e. Clt Ag UX +1Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00423,896,"ColorLaserJet 5500DN A3 PAR Fujitsu-Sie"
00423,630,"HDD 36.4 GB 7200 rpm Ultra 160 f NF IBM "
00418,1907,"""LCD Display 18.1"""" Philips 180P2G 28 DVI-"""""""
00418,436,"HP Software RIP für Designjet 30 Serie HP Software RIP für Designjet 30 Se"
00418,2068,"P4 Gigabyte GA-8IG1000G I865G AT VGA SND"
00418,1283,"MILLENNIUM G550 DH 32MB DDR 360MHZ RAMDA"
00242,532,"Cisco Secure ACS WIN Only-Minor Rel. upd Cisco Secure ACS WIN Only-Minor Rel"
00242,477,"eTrust Avirus v7.1/EN CD WNT 5u eTrust Antivirus v7.1 e. 5user Incl"
00242,599,"P4S800, SIS 648FX"
00242,81,"PC890 Kopierer A4 12ppm ADF (ML) Canon "
00186,1184,"""Monitor 17"""" /43cm IIYAMA HF703UT, 96KHz V"""""""
00186,1995,"SW Netgear IPsec-VPN Software 5-User Lic NG IPsec-VPN Software 5-User Licens"
00186,273,"915P NEO2 Plat LGA775 2x256MB PCI-X MB 9"
00186,799,"AntiVirus v9 SMB/GPWR Prot. PL CD 10U AntiVirus SMB GROUSERPWARE PROTECTI"
00186,2629,"SW IBM DB2 UDB WORKGROUP SERVER D 1SVR 1USER/ V8.1 1SVR 1USER/ deutsc"
00186,1473,"""LCD Display 18"""" Viewsonic VP181b DVI-D 1"""""""
00186,2228,"ColorLaserJet4600 A4 PAR Fujitsu-Siemen"
00186,946,"Cisco 836 IOS IP/FW 3DES Feature Pack Cisco 836 IOS IP/FW 3DES Feature Pa"
00290,923,"""LCD Display 19"""" Neovo S19 schwarz Die me"""""""
00290,2523,"MS Win Svr for SB Dev CAL 2003 en. 5Clt MS Win Svr for SB Dev CAL 2003 en."
00290,230,"""LCD Display 19"""" NEC 1980SX-BK 19 """"/ digi"""""""
00086,876,"CAD Land Desktop 2005 NLS engl.Folgel. CAD Land Desktop 2005 NLS engl.Folg"
00086,577,"COLOR LASERJET 9850 MFP A3, max. 51 ppm,"
00086,1840,"Client Security SMB 1.1 dt. 50U CD W32 Client Security SMB 1.1 dt. 50U CD"
00314,2461,"CUGInv.Ser.9NLSv.LT2000i/02/04/05dt.Mast CUG Inv.Series 9 NLS von LT dt. von"
00314,1506,"Apple iLife 04 CD Mac german Apple iLife 04 CD Mac german 04/ d"
00314,60,"LIG BAB R11 OF Opt+3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Open Fi"
00314,2513,"120GB HDD 7200rpm EIDE ATA100 IBM 163.30"
00680,810,"CUGInv.Serie6NLSv.ACAD2000i/02dt.Master CUG Inventor Series 6 NLS v . Auto2"
00680,1906,"Apple Remote Desktop v2/DE CD Mac unli u Apple Remote Desktop v2.0 CD Mac Un"
00680,573,"Inventor Series 7 NLS Add.Lic.dt. Inventor Series 7 NLS Add.Lic. AIS"
00680,2454,"""Monitor 19"""" /47cm LG Flatron F900P 0,24mm"""""""
00680,1617,"Laserjet3320 MFP USB PAR Fujitsu-Siemen"
00493,1826,"Lasejet 2300L dt. 32MB 19ppm A4 Lasejet "
00493,884,"Cat 4506 RMON Agent License Catalyst 4506 RMON Agent License"
00493,2118,"Bor Together Control Center 6.2dt CD Borland Together Control Center 6.2"
00493,1152,"After Effects Std 6.0 e. CD Mac After Effects Std 6.0 e. CD Mac"
00668,2000,"David MX 25 Accounts 7 dt CD Win+2Ports David MX 25 Accounts dt. CD Win + 2"
00668,1848,"Bintec SW-Lizenz für IPSec / VPN (X2404) Bintec SW-Lizenz für IPSec / VPN (X"
00668,1886,"GLP ERwin Data Modeler 4.1.4 e. GLP AllFusion ERwin Data Modeler 4."
00668,241,"VGA 128MB FX5200-TDR128 MSI DDR AGP8X DV"
00355,2022,"Delphi Archit Ed Small Team F/S dt. CD Delphi Archit Ed Small Team F/S dt."
00355,2461,"CUGInv.Ser.9NLSv.LT2000i/02/04/05dt.Mast CUG Inv.Series 9 NLS von LT dt. von"
00355,2524,"GLP/ARCs Svrless R11/NON W32 +3Yr Val GLP Brightstor Arcserve R11 Serverl"
00355,218,"K8V/GD / K8T800 Socket 754 ,ATX MB K8V/G"
00355,284,"SW Adobe Photoshop Elements 2/DE NT9x/ /Mac für den Fachhändler (nicht Ret"
00355,709,"SB MS Win 2003 Device Cl.dt.1-P.(5 Cl.) SB MS Windows 2003 Device CAL/DE W3"
00355,15,"LaserJet 4300DTNSL 80MB 43S 1200d dt. HP"
00106,215,"RADEON RX600XT-TD128 128MB DDR PCI16X -E"
00106,1305,"InterBase 7.1 W32 e. ServerLic+1User Interbase 7.1 W32 e. Server Lizenz"
00106,1005,"Audition v1.5 /EN CD W32 Ret Audition 1.5 e. CD Win 1.5/ englis"
00106,657,"""LCD Display 18.1"""" Sony P82 DVI-D/VGA TCO"""""""
00106,2622,"EAX300SE/128 RADEON X300SE 128MB DDR PCI"
00106,560,"BrightStor ARCs OF R11.1/NON CD W2NT BrightStor ARCserve R11 Open File A"
00106,2417,"VGA EAX300SE/TD/128MB PCIe16x 1*DVI 1*VG"
00695,427,"LaserJet5100 A3 PAR Fujitsu-Siemens "
00695,716,"A7V8X-MX SE,VIA KM400,mATX, CF Bios MB A"
00695,585,"Authorware v7/EN CD W32 Authorware 7.0 EN Win Com. 7.0 - n"
00695,1870,"ADT SUBSKRIPTION dt (2Jahre) ADT SUBSKRIPTION 1 Jahr dt. Wartung"
00695,2616,"V9999ULTRA/DELUXE2DT256MB 256 MB/ Speich"
00695,1825,"ColorLaserJet4650DN A4 color USB PAR NIC"
00640,2149,"CUG ADT2005v.AutoCAD05/04/02/2000i dt. CUG Architectural Deskop 2005 v.Aut"
00640,1910,"CISCO 2600 IOS Enterprise Basic CISCO 2600 IOS Enterprise Basic"
00640,199,"Cisco PIX 515E, License UPG von R auf UR Cisco PIX 515E, License UPG von Res"
00640,2474,"""LCD Display 18"""" FSC P18-1 TFT an+dig 1 2"""""""
00640,1845,"HD Atlas 10K V/300GB U320 68pin 10krpm H"
00640,301,"Backup Exec 9.1 W2NT Oracle+Client Backup Exec Oracle+Clt v9.1/MultiCD"
00202,2540,"HD DiamondMax/250GB SATA 7200 16MB Ret H"
00202,2379,"Lasejet 1300, 19S/min, 1200*1200 ! dpi, "
00202,1771,"Backup Exec 9.1 W2NT IDR Opt. Add. Clt. Backup Exec IDR Opt v9.1/Multilingu"
00202,2614,"Crystal Analysis Prof 9 dt. CD W32 Crystal Analysis Professional 9.0 d"
00202,1360,"""LCD Display 15"""" Neovo X-15A digital /ana"""""""
00202,118,"""Monitor 19"""" /47cm Iiyama LS902UT, 95Khz V"""""""
00202,1732,"JBuilder Enterprise WebLogic Ed e. CD JBuilder Enterprise WebLogic Ed e."
00161,1165,"Lexware Zusatzlizenz für PRO-Line 15u 15er Lizenz pro-Reihe 1.0 dt. Win N"
00161,944,"Lexware Kassenbuch 2005 6.0 dt CD Lexware Kassenbuch 2005 6.0 dt CD E"
00161,1718,"AutoCAD LT Bibl. Organisation/Planungdt. CAD LT /Autosketch Bibliothek Organ"
00161,96,"Cisco 3725 Ser IOS ENT/FW/IDS PLUS IPSEC Cisco 3725 Ser IOS ENT/FW/IDS PLUS"
00161,1728,"LaserJet4300N A4 PAR Fujitsu-Siemens "
00161,1060,"HV David Corp Ed 8 dt CD mlp 50u, 4p HV David Corporate Ed 8 dt CD mlp 5"
00161,2331,"SW Adobe PhotoshopAlbum2 WIN RET (DE) Vollversion, Adobe 29170155"
00180,71,"AutoCAD LT 2005 5er Pack engl.CD WNT AutoCAD LT 2005 5er Pack engl.CD WN"
00180,841,"FC100 A4, 4 S./Min. CANON Kleinkopierer "
00180,1720,"SW Dragon Nat. Speaking 7.0 Mobile Ed. d Edition dt. CD W32, inkl. Headset u"
00180,75,"LIG BAB R11 Clt Ag MAC +1Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00180,2404,"ColorLaserJet3700N A4 PAR Fujitsu-Sieme"
00180,417,"MILLENNIUM G450 LX DH 16MB DDR 360MHZ RA"
00180,2566,"Flash MX 2004 Pro/GE CD CrPf Flash MX 2004 DE Prof.Com. GR/ 200"
00180,1685,"Lexware Überweisungs-Formulare EURO Lexware Überweisung-Formulare EURO"
00732,279,"""HP CRT S9500 19"""" 1600x1200 .26mm TCO99"""
00732,621,"SW Backup Exec 9.0 Server W2NT Full Pack Produkt dt. CD, V9.0 SRV sichert e"
00732,1762,"SW SUSE LINUX Open Exchange D inkl. 1 Jahr Maintenance und 10 Cli"
00732,497,"MS Win NT 4.0 Workstation + SP4 holl. CD MS Win NT 4.0 Workstation + SP4 hol"
00732,1157,"Color LaserJet 4650DTN 22S 288 MB A4 HP "
00397,1557,"""LCD Display 17"""" AOC LM-729 Dual Helligke"""""""
00397,753,"""LCD Display 17"""" Acer AL1714, 14ms ! 17 """""""
00397,2423,"AutoCAD LT 2005 FR CD WNT AutoCAD LT 2005 franz. CD WNT für E"
00397,227,"LIG BAB R11 e. SAP/R3 +3Yr Value Mnt GLP Brightstor Arcserve R11 e. SAP/"
00722,2545,"Cat 6000 Svisor 2 Flash Image Cat 6000 Supervisor 2 Flash Image"
00722,1816,"ELOoffice Update V4.x to V5/DE W32 ELOoffice Update V4.x auf V5/DE W32"
00722,47,"AutoCAD SUBS.Wiederaufnahme 2Jahre AutoCAD SUBS.Wiederaufnahme 2Jahre"
00722,1197,"Cisco 2600 IP/IPX/AT/DEC PLUS Feat. Pack Cisco 2600 IP/IPX/AT/DEC PLUS Featu"
00722,2473,"""LCD Display 17"""" FSC X17-2 82kHz TCO03 3J"""""""
00722,682,"D865GBF,S478,i865G,ATX, DDR400 MB D865GB"
00722,901,"LIG BAB R11 e. Informix Agent GLP Brightstor Arcserve R11 e. Info"
00722,244,"GLP eTrust ID URL Sub SS v2 e. 500u GLP eTrust ID URL Sub SS v2 e. 500u"
00638,2512,"P4PE2-X i845PE FSB800 S478, AGP"
00638,481,"Apple GarageBand Jam Pack/DE CD Mac Apple GarageBand Jam Pack/DE CD Mac"
00683,2126,"SW AVM Access Server AVM 20001858"
00683,2448,"Acrobat Pro 6.0 fr. CD Win Acrobat Pro 6.0 frz CD Win"
00540,2328,"LIG BAB R11 OLO +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Optical"
00540,95,"Cisco 3640 IP/FW/IDS PLUS IPSEC 3DES Cisco 3640 IP/FW/IDS PLUS IPSEC 3DE"
00540,2569,"""LCD Display 19"""" NEC 1960NXibk DVI-D/VGA """""""
00753,929,"""150S5FG 15"""" TFT.297 16 ms höhenv. TCO03 """""""
00753,339,"GLP UP eTrust Antivirus v7 dt. -749u +2 GLP UP eTrust Antivirus v7 dt. -749"
00753,384,"HD DiamondMax/250GB SATA150 7200 8MB Ret"
00753,370,"Acrobat Std 6.0 nl. CD Win Acrobat Std 6.0 nl. CD Win"
00155,2483,"GLP UP BrightStor ARCs v9 NW dt. Srv +1 GLP UP BrightStor ARCs v9 NW dt. Sr"
00155,2355,"BrightStor ARCserve v9 dt. Open File WIN BrightStor ARCserve v9 dt. Open Fil"
00155,1311,"""LCD Display 19"""" Sony S93/ 80kHz TCO03 19"""""""
00015,1509,"K8T Master1-FAR 1X OPTERON 8GB AC97 MB K"
00015,925,"SW Adobe Acrobat Pro 6.0 dt.CD W9.x/NT4 6.0 für WIN/ deutsch/ Vollversion/"
00015,956,"""LCD Display 15"""" FSC 38B2-M TCO99 analog """""""
00812,1363,"""Monitor 19"""" /47cm Iiyama S902JT, 115Khz, """""""
00812,2338,"Client Sec 2 BUSENESS PACK PL CD 25U Client Security 2.0 BUSINESS PACK P"
00812,2171,"SmartBase PC-D320 Digitalk. 14 S./Min.,D"
00812,1930,"Backup Exec 9.1 NW Library Extention Backup Exec 9.1 NW Library Extentio"
00812,2243,"Cisco 3600 Enterprise Plus IPSEC 56 FP Cisco 3600 Enterprise Plus IPSEC 56"
00724,1549,"Cisco 1700 IOS/IP/FW/IDS Plus IPSEC 3DES Cisco 1700 IOS/IP/Firewall/IDS Plus"
00724,1267,"SW Pinnacle Studio 9 Software dt. Retail Videoschnitt- DVD-Erstellung mit Sp"
00035,460,"Heizungseinheit (220V)/AcuLaser EPSON He"
00716,645,"JBuilder Developer Edition X e. CD JBuilder Developer Edition X e. CD"
00716,126,"P4 Asus P4P800VM SKT478 I865G MATX, VGA "
00716,2276,"Cisco 2600 Enterprise Plus IPSEC 3DES FP Cisco 2600 Enterprise Plus IPSEC 3D"
00716,1122,"Land Desktop 2004 engl. Legacy Vollv. Land Desktop 2004 engl. Legacy Voll"
00716,1147,"VGA 256MB FX5950 ASUS V9980Ultra TVD , n"
00716,1081,"VGA 128MB Asus A9600SE/TD 1*DVI / 2*VGA "
00457,482,"3D VIZ 4.0 ital. CD WNT 3D VIZ 4.0 ital. CD WNT"
00457,575,"FUJITSU HandyDrive 40GB HDD FW 2,5Zoll F"
00457,859,"SO-939 ASUS A8V Deluxe wifiG S/G VIA K8T"
00118,2633,"AppleWorks v6.2.7/DE CD Mac AppleWorks v6.2.7/DE CD Mac 6.27/"
00118,1541,"Kleinkopierer FC120 A4, 4 S. Kleinkopier"
00118,2528,"VGA MSI GeForce FX5700 -VTD128MB DDR VGA"
00118,121,"SW CA eTrust Antivirus v7 dt. 1-99user+1 OLP +1Yr Mnt Computer Associates# E"
00118,1448,"Lexware Reisek. PRO ADM 2004 3.11 dt. CD Lexware Reisekosten PRO ADM 3.11 20"
00475,2473,"""LCD Display 17"""" FSC X17-2 82kHz TCO03 3J"""""""
00475,368,"Cisco 1700 IP/ Firewall Feature Pack Cisco 1700 IP/ Firewall Feature Pac"
00073,1652,"SW SVS- Prime Support Connect add 1Y multi, 10 User Prime Support Connec"
00073,128,"FSC RemoteView Service Board FSC RemoteView Service Board TX150"
00073,1228,"915G Combo-FR PCI Ex 2GB DDR2 MB 915G Co"
00073,319,"ELOoffice 6.0 5 User Lizenz deutsch ELOoffice 6.0 5-Platz-Lizenz ***Neu"
00258,509,"G450 MMS DUAL CARD PER PORT 32MB PCI RET"
00258,520,"HD DiamondMax/300GB SATA 7200 16MB Ret H"
00258,2360,"BrightStor ARCserve v9 LX e. NAS BrightStor ARCserve v9 Linux e. NAS"
00128,1823,"Lasejet Color 2550N 64MB 19S A4 Lasejet "
00128,82,"Cisco 4000 IOS Basic L3 Software Cisco 4000 IOS Basic L3 Software"
00128,926,"""Acer 17"""" FST AC713 mit 72kHz .27 TCO03 A"""""""
00083,1671,"""LCD Display 19"""" Neovo X-19 STD schwarz 1"""""""
00083,2648,"GLP eTrust Antivirus v7 dt. über 750u +2 GLP eTrust Antivirus v7 dt. über 75"
00083,2289,"iGrafx Process 2003 Six Sigma dt CD W32 Process 2003 Six Sigma/DE CD W32 S"
00083,1238,"Acrobat Std. 6.0 dt. CD Mac Acrobat 6.0 dt. CD Mac - Business-A"
00353,555,"Backup Exec 9.1 W2NT SBS Remote Ag. 3er Backup Exec SBS Remote Agent WinSvr"
00353,2492,"Cisco 3600 IP/FW Plus IPSEC 56 FP Cisco 3600 IP/Firewall Plus IPSEC 5"
00353,1900,"Client Sec 2 GPWR Prot. B.Pack PL CD 5U Client Security 2.0 BUSINESS PACK G"
00353,2524,"GLP/ARCs Svrless R11/NON W32 +3Yr Val GLP Brightstor Arcserve R11 Serverl"
00585,673,"LIG BAB R11 e. Clt Ag LX +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00585,2543,"LIG BAB R11 Clt Ag Win +2Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00585,1542,"""Monitor 22"""" /55cm Iiyama HM204DT, 140KHz """""""
00585,642,"""LCD Display 19"""" Neovo F-419 weiß 19 """"/ d"""""""
00585,838,"EPL-N27xx/PS 10-Fach-Sorter mit EPSON EP"
00585,1212,"HORNET V40 20GB IDE ATA-6 2.5IN 7.1MS 42"
00395,1508,"PARHELIA-512 128MB DDR AGP8X 3XRGB 2XDVI"
00395,1690,"LIG BAB R11 Clt Ag MAC +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00395,701,"""LCD Display 17"""" FSC B17-1 TCO99 analog 3"""""""
00395,2624,"SW Scansoft PDF Converter Professional D 2.0/ deutsch/ Vollversion/ Format:"
00104,281,"FSC RemoteView Software V3.0 FSC RemoteView Software V3.0"
00104,320,"SW BrightStor ARCserve Backup v9 BrightStor ARCserve Backup v9 für N"
00104,2222,"VGA MSI GeForce FX5200-TD128 AGP8x VGA M"
00104,1938,"Cisco 1600 IP Plus Feature Pack Cisco 1600 IP Plus Feature Pack"
00483,60,"LIG BAB R11 OF Opt+3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Open Fi"
00483,1100,"VGA 256MB FX5600VTDR256 MSI DDR GFFX, RT"
00483,1976,"x232 P3 1.26 256 MB n. HDD CD ETH IBM x2"
00483,1343,"845E Master-LRM P4 2GB IDE RAID GBLan MB"
00775,2610,"Cisco 800 IOS IP/FW PLUS IPSEC 3DES Cisco 800 IOS IP/FW PLUS IPSEC 3DES"
00775,1826,"Lasejet 2300L dt. 32MB 19ppm A4 Lasejet "
00775,1942,"""LCD Display 20.1"""" NEC 2080UX Plus black """""""
00041,1955,"Inventor Series 6 NLS Add.Lic.AISdt. Inventor Series 6 NLS Add.Lic. AIS"
00041,1329,"LIG BAB R11 MS Exchange +3Yr Value Mnt GLP Brightstor Arcserve R11 MS Exch"
00041,1636,"MS Small Bus.Svr Device CAL 2003 dt. 5u MS Small Bus.Svr Device CAL 2003 dt"
00628,2606,"Mac OS X Server 10.3/DE CD Mac 10u Mac OS X Server 10.3 Panther CD Mac"
00628,2501,"Doc/Backup Exec v9.1/EN W2NT Doc/Backup Exec v9.1/EN W2NT"
00628,1022,"SW MS Windows_2000 Server + 5 Clients d. Mitglied der Windows 2000 Server-Fa"
00628,537,"SW MS Windows Server 2003 SB dt. +5 Cl. incl. 5 Clients, Microsoft KP73-006"
00360,828,"CAD UG LDT 2005 NLS v. LDDT 2i engl. CD CAD UG LDT 2005 NLS v. LDDT 2i engl"
00360,1169,"Novell SuSE Linux Prof. 9.1 dt. CD Novell SuSE Linux Professional 9.1"
00350,131,"LIG BAB R11 NAS Option +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 NAS Opt"
00363,829,"Lancom Advanced VPN Client (10 Lizenzen) Lancom Advanced VPN Client (10 Lize"
00363,2624,"SW Scansoft PDF Converter Professional D 2.0/ deutsch/ Vollversion/ Format:"
00363,1933,"TOP Blade HS20 3.0GHz 2x1GB nHD IBM TOP "
00363,987,"ADT SUBSKRIPTION dt (1Jahr)NFR ADT SUBSKRIPTION dt. Wartungsvertra"
00097,844,"AcuLaser C4100PS 192MB 24ppm A4 EPSON Ac"
00097,1025,"Care Pack 12Plus f.Color LaserJet HP Car"
00097,1876,"LaserJet 9050DN/NON 128MB 50ppm A4/A3 HP"
00097,2087,"LIG BAB R11 e. Clt Ag LX GLP Brightstor Arcserve R11 e. Clie"
00097,2451,"LIG BAB R11 e. IF Agent +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 e. Info"
00097,2093,"AntiVirus v9 SMB/GPWR Prot. ES CD 10U AntiVirus SMB GROUPWARE PROTECTION"
00578,1316,"Crystal Enerprise Prof Eval 10 de CD 30T Crystal Enterprise Professional v10"
00578,273,"915P NEO2 Plat LGA775 2x256MB PCI-X MB 9"
00578,2025,"Cisco 2600 Ser IOS IP/FW/IDS Feature Pac Cisco 2600 Ser IOS IP/FW/IDS Featur"
00578,923,"""LCD Display 19"""" Neovo S19 schwarz Die me"""""""
00635,1242,"CodeWright 7.5 e. CD Win CodeWright 7.5 e. CD Win Single Use"
00635,2677,"VGA 64MB Millennium P750 DDR 256GPU Reta"
00635,123,"AntiVirus SMB v9 ES CD 10U AntiVirus SMB 9.0 ES.CD 10USER"
00635,2477,"P4 INTEL D845GVSRMATX RTL FS B533 DDR33 "
00635,2115,"Lancom Advanced VPN Client (25 Lizenzen) Lancom Advanced VPN Client (25 Lize"
00496,985,"BrightStor ARCs SANOpt R11.1/NON CD W2NT BrightStor ARCserve R11 W2NT Storag"
00740,1126,"VGA MSI GeForce FX5600XT-VTDR 128MB DDR "
00740,1620,"LIG BAB R11 e. SAP/R3 +2Yr Value Mnt GLP Brightstor Arcserve R11 e. SAP/"
00740,2583,"ColorLaserJet2550L A4 color USB P AR Las"
00740,424,"EmbeddedFirewallPolicy Svr1.5/EN CD 3DES Embedded Firewall Starter Policy Se"
00740,1268,"""Monitor 19"""" /47cm AOC 9G+ , 98KHz TCO03 0"""""""
00221,238,"""LCD Display 40"""" NEC LCD4000E digital/ana"""""""
00221,1220,"Borland Studio for C++ e. CD W32 Borland Studio for C++ e. CD W32"
00221,234,"D865GVHZ/S478 mATX 800FSB MB D865GVHZ/S4"
00221,800,"OEM/ MS Win 2000 Server dt. CD +SP4 1P SB MS Windows 2000 Server dt. CD +S"
00221,1182,"D865GLC/mPGA478 i865G uATX AGP8x MB D865"
00221,1129,"73.4GB 10KRPM 2GB FC HS SL HDD F/ EXP700"
00070,1443,"LBP-2000, A3/A4 11/20 S., 600 dpi, PCL 5"
00070,1378,"VGA Millennium G550 AGP DH 32MB Retail M"
00070,320,"SW BrightStor ARCserve Backup v9 BrightStor ARCserve Backup v9 für N"
00070,1746,"""HP TOP CRT V7550 17"""" .24 85kHz TCO99 HP """""""
00070,671,"LIG BAB R11 NAS Option +1Yr Enterpr Mnt GLP Brightstor Arcserve R11 NAS Opt"
00775,58,"Lasejet 2300N, 48MB 24ppm A4 1200dpi, dt"
00775,470,"Laserjet3300 MFP A4 USB PAR Fujitsu-Sie"
00003,216,"eTrust Avirus v7.1/DE CD WNT 10u eTrust Antivirus v7.1 dt. - 10 User"
00003,1389,"Backup Exec 9.1 W2NT Remote AG NW 3er Backup Exec Remote Agent NW Svr v9."
00003,2376,"Land Desktop 2004 engl. Legacy Folgel. LandDesktop2004 eng.Legacy Folgeliz"
00003,2121,"Architectural Desktop 2005NLSAdd.Lic.dt. Architectural Desktop 2005 NLS Add."
00003,821,"EPL-N3000/ 34S. 1200dpi A4 EPSON EPL-N30"
00003,1433,"AcuLaser C4100 Adobe PostScript EPSON Ac"
00463,2434,"HP Colormanagement Software RIP f Design HP Colormanagement Software RIP f D"
00463,1686,"BrightStor ARCserve v9 NW dt. SAN BrightStor ARCserve v9 NW dt. SAN"
00463,1705,"Illustrator CS 11.0 e. CD Win Illustrator CS 11.0 e. CD Win 11.0"
00725,1765,"AcuLaser C900/1900 Adobe Postsc. 3 EPSON"
00725,909,"Cisco Call Mgr SW UPGD MCS-7815 100 User Cisco Call Manager SW UPGD MCS-7815"
00725,2028,"P4S800-MX SiS651FX,microA 478pin P4 /Cel"
00725,1447,"After Effects PB 6.5 dt CD Mac After Effects PB 6.5 dt CD Mac 6.5"
00601,1471,"DriveCopy 4.0 e. CD DOS/Win/W95/NT/OS DriveCopy 4.0 e. CD DOS/Win/W95/NT/"
00601,2095,"SW Norton Ghost V9.0/EN CD W32 Symantec 10284398-IN 9.0/ englisc"
00675,2010,"MS Windows XP Home Ed. holl. CD MS Windows XP Home ed. holl. CD"
00675,1898,"HDD 36.4 GB Ultra 160 HS 15Krpm IBM HDD "
00067,777,"""T710PH 17"""" FTR ez .25 75 kHz TCO 03 T710"""""""
